1.39495 0.377804 -0.567197 0.512058
-6.74501 0.410135 0.501733 0.376695
-27.2728 -0.262762 -0.148838 4.21919
-6.51092 -0.409399 -2.83007 -1.68715
0.297527 -0.138027 -1.23035 -0.112597
-7.35829 -0.430767 -0.962818 1.9853
-0.450026 0.386487 -0.687062 0.152508
0.390459 2.3264 -9.93407 2.63537
-43.9084 -3.5704 6.29103 1.5565
1.00455 -0.118884 -1.75275 -0.242191
-0.379188 -1.1953 0.0436298 -1.62426
2.86465 4.16406 -6.47792 0.487982
0.260516 2.8048 6.70747 0.269164
0.327289 0.540072 5.02895 0.256874
-0.0142745 0.0315369 -5.03901 0.180868
1.6341 1.18229 -23.5745 -1.77325
0.902265 -2.52106 -0.012415 23.9506
-0.805389 -1.97455 -0.833963 -0.555185
-7.81977 -21.3787 -3.03622 -3.23604
1.28481 1.12602 -0.567047 0.315975
-3.4851 -1.88 -1.49123 -1.03638
-0.122526 0.300779 -0.70965 0.471741
-2.14309 0.0547332 9.14864 -1.17813
-1.8196 -0.176415 -16.057 1.22775
-0.334406 0.826221 -0.701156 0.510806
-2.26441 -364.1 0.295416 1.2977
0.313633 -0.0995871 -4.81008 -0.771052
-0.852483 0.00616777 -0.0222374 3.48339
-0.319338 -8.02811 0.0195701 -0.5743
-9.65185 -3.48272 0.059174 0.340885
0.724058 25.0566 0.538561 1.5602
16.878 -0.98105 -0.354566 2.97962
0.239766 -3.75962 -1.41854 -11.3394
1.10969 1.41007 1.80709 -12.963
5.61522 0.347358 -0.32782 -2.35254
-1.32011 1.29256 2.55865 -0.842674
6.77769 0.408591 0.363477 2.78801
-1.10808 -14.2598 0.07216 -0.655822
-0.130338 2.4341 -2.97385 5.2329
0.711531 1.33216 0.546725 -0.390048
0.640476 4.55841 -0.126493 2.03708
1.45948 -0.43352 0.942189 0.727104
0.199377 -0.332192 -0.0740971 -3.26435
41.4995 8.97159 5.57295 0.370937
-0.312068 0.654557 -2.11997 -0.754589
-26.5751 0.960798 -0.22409 0.260523
0.0824725 -1.4296 2.12906 -1.09613
1.88073 0.105993 0.367312 -0.0269618
-0.0456478 -1.61113 -0.777829 -2.24748
0.404748 1.24979 137.81 0.416984
22.0187 9.31106 0.670626 -0.794367
2.40688 0.192191 -10.2645 1.53307
-5.99609 -3.73371 -0.284585 2.81675
0.172189 2.25405 0.138024 97.0762
1.74407 -1.01609 -0.0355526 5.30828
0.516174 -1.50021 1.16608 -0.633883
-7.24631 -3.11229 0.936219 0.00461247
1.67335 0.480618 0.569091 -1.86539
5.81345 -5.51752 1.11686 9.55873
-0.722519 -6.64877 -0.0296207 0.209144
-0.0152949 -0.130136 -249.042 0.839565
1.52893 0.428792 0.319107 -0.212622
-0.711972 0.93406 -4.3642 -0.916477
14.1297 0.410128 2.15916 -0.871909
13.9038 2.31395 2.84029 -0.635801
-156.878 29.349 -0.03525 -0.553806
-0.0155544 -2.84026 -0.549078 -3.88489
-1.01233 1.03792 318.256 -0.410405
4.03128 0.0136631 0.323505 1.29707
13.9 0.693916 -0.904109 0.00233668
5.59643 -0.831448 0.857086 57.689
1.37225 -0.49941 -0.425169 0.963461
-1.53117 -2.5316 0.425668 0.110278
-0.0344445 -0.865899 0.554676 -28.5116
-0.235334 0.23832 -0.297644 0.299038
0.274768 -3.11306 0.855912 -0.232696
1.33555 0.0248532 0.510074 -0.456811
-0.530237 0.204003 6.13151 0.166241
0.43316 -37.2051 2.35948 3.8891
-2.53982 0.772623 -1.9854 0.29563
-6.30244 5.94591 1.38351 0.149503
3.67266 -1.01418 -1.04972 -1.73983
0.737135 -0.140234 1.50861 -0.63645
-1.08047 0.743502 0.0301802 -3.41293
0.963635 -7.65434 -0.537625 2.25182
-6.47594 -0.770058 1.00179 -40.4444
0.121134 -0.21516 -0.00485806 0.559632
-0.725808 1.41659 0.166191 -1.55497
-41.3953 2.11189 -2.0698 14.8354
0.0612475 -3.14764 -0.725441 -0.52472
-0.908994 -1.16178 -1.23102 -5.47826
-12.1929 1.05858 -4.3304 -3.33901
-0.00629383 -1.61024 -1.12359 -0.440492
0.658993 3.67697 -4.07747 -1.06318
1.80547 -0.603443 0.386169 -35.5632
-0.223101 -0.151205 -0.509079 -6.30265
3.01372 0.139623 -3.14871 -0.0370051
5.79122 -0.415201 0.473812 0.0727728
0.331461 7.18085 -0.90793 0.492648
0.349691 -0.76702 -4.55385 0.538336
-0.334773 -0.0686288 -0.77071 -4.45756
1.10661 -0.95443 0.537499 -17.1777
-2.47546 -0.124616 182.383 -7.55986
-0.614578 -8.05032 1.89468 -0.0725182
68.158 -0.398112 0.353017 0.624448
0.231521 0.467786 0.00924822 0.632703
0.875557 -3.34583 0.399736 0.778846
3.99147 0.936294 -3.03434 3.85623
0.364975 -0.219213 0.994268 0.247203
-0.0234469 11.3424 2.90951 1.23813
-1.02372 0.328695 1.87873 0.800947
-1.11747 1.93273 1.52339 -0.227372
1.23672 -3.55135 -1.05429 2.15277
1.68296 6.05628 -1.19043 -1.86215
2.741 -2.56273 -2.85984 -0.284114
24.6858 -3.65668 13.8218 -2.66609
0.226157 1.931 2.90228 -31.096
14.5398 -1.79212 1.60151 -2.76427
1.57652 25.6662 -3.98958 1.3854
-1.31728 -4.35759 0.869044 -1.14107
0.357488 -0.512733 1.21281 -4.57672
-0.901841 1.02575 0.113486 -1.3605
-1.70545 0.0500923 0.119229 -0.745018
0.847164 1.00983 1.49849 -0.358759
-0.696401 0.619593 1.58571 0.133317
0.202166 1.57253 0.0322879 17.7513
-0.45098 -1.66418 3.36669 -1.54719
-0.224018 -0.962574 2.81572 0.551758
-1.51711 -2.50833 0.943894 0.290378
-0.334909 -0.198661 8.74338 -1.73774
0.000151685 -2.3381 3.10854 -13.9754
1.53426 -1.90791 1.12191 -0.329179
-0.310569 0.999286 0.909598 -6.38064
-0.516175 0.811772 0.161924 -0.70498
-0.513978 -8.63033 -0.816497 1.0468
0.153878 -27.7282 1.87195 0.77985
0.266395 -0.265956 -0.0631698 -4.16122
0.0678326 0.769085 -0.0318895 6.20921
-8.16035 -0.127418 -1.59016 -0.828602
-0.580695 0.706472 0.430384 1.44762
